id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
35166,"""Niyama song eka Niyameta.kiyanava","""niyama song eka niyameta.kiyanava",,,Singlish,34,4,False,False,False,
35167,"""Matanam Dan's karanne oni kiyala hitanne na. Me sinduwata","""matanam dan's karanne oni kiyala hitanne na. me sinduwata",,,Singlish,58,9,False,False,False,
35168,"""Maru","""maru",,,Singlish,5,1,False,False,False,
35169,"""Lassani","""lassani",,,Singlish,8,1,False,False,False,
35170,"""Lassanai dennama hodata dance kala","""lassanai dennama hodata dance kala",,,Singlish,35,5,False,False,False,
35171,"""Lassanai adish","""lassanai adish",,,Singlish,15,2,False,False,False,
35172,"""kolla patta lassanata kiyanawa sinduwa","""kolla patta lassanata kiyanawa sinduwa",,,Singlish,39,5,False,False,False,
35173,"""Kolla lassanata sinduwa kiynw","""kolla lassanata sinduwa kiynw",,,Singlish,30,4,False,False,False,
35174,"""Kauruhari akshage dance ekath lssnai kiyanna pw ????","""kauruhari akshage dance ekath lssnai kiyanna pw ??",,,Singlish,51,8,False,False,False,
35175,"""Hithaganna ba e podi petiyada me kiyala budu saranai malliyo godak lassanai","""hithaganna ba e podi petiyada me kiyala budu saranai malliyo godak lassanai",,,Singlish,76,12,False,False,False,
35176,"""Hemadama lassanata sindu kiyanna puluwan wenna ona oyata man harima asai aiye oyage sinduwalata oya sindu kiyanawa ahannath god luk ????????","""hemadama lassanata sindu kiyanna puluwan wenna ona oyata man harima asai aiye oyage sinduwalata oya sindu kiyanawa ahannath god luk ??",,,Singlish,135,21,False,False,False,
35177,"""Hamoma lassanai kawa wath compare karannawath condom krannawath epa","""hamoma lassanai kawa wath compare karannawath condom krannawath epa",,,Singlish,68,9,False,False,False,
35178,"""El","""el",,,Singlish,3,1,False,False,False,
35179,"""Dimiththri lassanata dance karanawa  arakiwa appiriyai","""dimiththri lassanata dance karanawa arakiwa appiriyai",,,Singlish,54,6,False,False,False,
35180,"""Dhamithi akke oya hodhata dance  karanawa.sindhuwath amathaka una oyage natuma dhakala","""dhamithi akke oya hodhata dance karanawa.sindhuwath amathaka una oyage natuma dhakala",,,Singlish,86,11,False,False,False,
35181,"""Damithtri akkige danse lassani","""damithtri akkige danse lassani",,,Singlish,31,4,False,False,False,
35182,"""Damithtri akki lassani","""damithtri akki lassani",,,Singlish,23,3,False,False,False,
35183,"""damithrige dance lassnai eyth lassnai","""damithrige dance lassnai eyth lassnai",,,Singlish,38,5,False,False,False,
35184,"""Damithri lsssanata natanaw aksha natana hatii vitarak","""damithri lsssanata natanaw aksha natana hatii vitarak",,,Singlish,54,7,False,False,False,
35185,"""Damithri Harima Piliwelai Dress Eka","""damithri harima piliwelai dress eka",,,Singlish,36,5,False,False,False,
35186,"""Damithri akkige dance eka ????","""damithri akkige dance eka ??",,,Singlish,29,5,False,False,False,
35187,"""Damithri akki lassanata natanawa?????? Aksha nikan panuwek dekata kedila dagalanawaa wgee??????","""damithri akki lassanata natanawa?? aksha nikan panuwek dekata kedila dagalanawaa wgee??",,,Singlish,88,11,False,False,False,
35188,"""Damithr akka lassanai","""damithr akka lassanai",,,Singlish,22,3,False,False,False,
35189,"""Aneeeeee....... ?? dan kochchara lokuda","""anee.. ?? dan kochchara lokuda",,,Singlish,31,5,False,False,False,
35190,"""Aneeee  chutiyaaa   dan  lokke  wela. Budusaranai  putheee","""anee chutiyaaa dan lokke wela. budusaranai putheee",,,Singlish,51,7,False,False,False,
35191,"""Ane dawasaka roshel and raween gennannako","""ane dawasaka roshel and raween gennannako",,,Singlish,42,6,False,False,False,
35192,"""ane akshaya dannawa natanna ???? natanna berinam inna ona be kiyala apita meka balanna epa karannethuwa","""ane akshaya dannawa natanna ?? natanna berinam inna ona be kiyala apita meka balanna epa karannethuwa",,,Singlish,102,16,False,False,False,
35193,"""Aksha nikan nalawanawa vitharaine. Dimithri akki lassanta natanawa ????????","""aksha nikan nalawanawa vitharaine. dimithri akki lassanta natanawa ??",,,Singlish,70,9,False,False,False,
35194,"""Wow nymi akki????","""wow nymi akki??",,,Singlish,16,3,False,False,False,
35195,"""Wow  damithi akki harima lassanai","""wow damithi akki harima lassanai",,,Singlish,33,5,False,False,False,
35197,"""Supiri dance onemai mama marenna kalin puthe","""supiri dance onemai mama marenna kalin puthe",,,Singlish,45,7,False,False,False,
35198,"""Sooo cute mamaa hrima asai oyataaa....","""sooo cute mamaa hrima asai oyataaa..",,,Singlish,37,6,False,False,False,
35199,"""Oyge dance harima lassanayi","""oyge dance harima lassanayi",,,Singlish,28,4,False,False,False,
35200,"""Oyata adarei akkiyoo...idiriyatama yamu","""oyata adarei akkiyoo..idiriyatama yamu",,,Singlish,39,4,False,False,False,
35201,"""Oyagen thamai  dance tikak igenagaththe","""oyagen thamai dance tikak igenagaththe",,,Singlish,39,5,False,False,False,
35202,"""Oyage Dance Harima beautiful.mama oyage Dance hamadama balanava???","""oyage dance harima beautiful.mama oyage dance hamadama balanava??",,,Singlish,66,8,False,False,False,
35203,"""Niyamai damitri oyata godak adarei","""niyamai damitri oyata godak adarei",,,Singlish,35,5,False,False,False,
35204,"""Mars lassanai wihara ticha","""mars lassanai wihara ticha",,,Singlish,27,4,False,False,False,
35205,"""Mama thama Grade 7 vala inne","""mama thama grade 7 vala inne",,,Singlish,29,6,False,False,False,
35206,"""Malli wana ayawa aran natanawa Nada?","""malli wana ayawa aran natanawa nada?",,,Singlish,37,6,False,False,False,
35207,"""Lassanaei nehara tichar","""lassanaei nehara tichar",,,Singlish,24,3,False,False,False,
35208,"""Karekenawa wadi akke chuttak ??????","""karekenawa wadi akke chuttak ??",,,Singlish,32,5,False,False,False,
35209,"""Kalabale dance henava vetharak lassana","""kalabale dance henava vetharak lassana",,,Singlish,39,5,False,False,False,
35211,"""Harima lasesanaiiii akki???","""harima lasesanaii akki??",,,Singlish,25,3,False,False,False,
35212,"""Good luck akki ??  oyage dancing super ????","""good luck akki ?? oyage dancing super ??",,,Singlish,41,8,False,False,False,
35213,"""Godaaaak lassani akkiyoo adrei hamdma ??","""godaak lassani akkiyoo adrei hamdma ??",,,Singlish,39,6,False,False,False,
35214,"""Dance eke thalayak na..hri kalabala gatiyak tyenwa","""dance eke thalayak na..hri kalabala gatiyak tyenwa",,,Singlish,51,7,False,False,False,
35215,"""Ane harima lassanai  akkiyo","""ane harima lassanai akkiyo",,,Singlish,27,4,False,False,False,
35216,"""ane akki akkage wats eke namb eka dennakooooo????  plzzzzzzzzzzzzzzz??????  akki mekatath ? ekak danne nathuwa akkage namb eka denna plzzzzzzzzzzzzzzz ????????","""ane akki akkage wats eke namb eka dennakoo?? plzz?? akki mekatath ? ekak danne nathuwa akkage namb eka denna plzz ??",,,Singlish,117,21,False,False,False,
35217,"""Ambo lassna ??????","""ambo lassna ??",,,Singlish,15,3,False,False,False,
35218,"""ala","""ala",,,Singlish,4,1,False,False,False,
35219,"""Akki","""akki",,,Singlish,5,1,False,False,False,
35220,"""akki oyath lassanai dance ekath harima lassanai.????","""akki oyath lassanai dance ekath harima lassanai.??",,,Singlish,51,7,False,False,False,
35221,"""Akki oyage danceing covers lassanai","""akki oyage danceing covers lassanai",,,Singlish,36,5,False,False,False,
35222,"""Akki oya danse kranawa neda clz ekk thiynaawada","""akki oya danse kranawa neda clz ekk thiynaawada",,,Singlish,48,8,False,False,False,
35223,"""Agaya karanawa akke..indiyawe ayta wada lankawe sampath gana..tik tok karala akkage place aka sauthu kara ganna epa..iskole teledrma akath super.congratulations akke..","""agaya karanawa akke..indiyawe ayta wada lankawe sampath gana..tik tok karala akkage place aka sauthu kara ganna epa..iskole teledrma akath super.congratulations akke..",,,Singlish,168,21,False,False,False,
35224,"""Yoga kirimata para kirimata athi exacise thiyanwada","""yoga kirimata para kirimata athi exacise thiyanwada",,,Singlish,52,7,False,False,False,
35225,"""Wedagath deyak","""wedagath deyak",,,Singlish,15,2,False,False,False,
35226,"""Usa yana video ekak dandako","""usa yana video ekak dandako",,,Singlish,28,5,False,False,False,
35227,"""Tripala hemadama.reta biuwata kamannedda","""tripala hemadama.reta biuwata kamannedda",,,Singlish,41,4,False,False,False,
35228,"""Thripala  ayurweda behet salawalin ganna puluwanda","""thripala ayurweda behet salawalin ganna puluwanda",,,Singlish,50,6,False,False,False,
35229,"""Thanks........oba thumata","""thanks..oba thumata",,,Singlish,20,2,False,False,False,
35230,"""Strech mark yavanna kramayak nada","""strech mark yavanna kramayak nada",,,Singlish,34,5,False,False,False,
35231,"""Sir yoga class karanawada koheda thiyenne kohomada sambanda wenne","""sir yoga class karanawada koheda thiyenne kohomada sambanda wenne",,,Singlish,66,9,False,False,False,
35232,"""Sir ge yoga class thiyenne koheda","""sir ge yoga class thiyenne koheda",,,Singlish,34,6,False,False,False,
35233,"""Sir babek labila masa 2k giyama yoga kalata kamak nadda?","""sir babek labila masa 2k giyama yoga kalata kamak nadda?",,,Singlish,57,10,False,False,False,
35234,"""Owa boru wada , hariyana dewal newe... karanna deyak nathi kattiyata hodai ithin...","""owa boru wada , hariyana dewal newe.. karanna deyak nathi kattiyata hodai ithin..",,,Singlish,82,13,False,False,False,
35235,"""Oni welawaka katata kamak nadda","""oni welawaka katata kamak nadda",,,Singlish,32,5,False,False,False,
35236,"""Obatumata bohoma pin","""obatumata bohoma pin",,,Singlish,21,3,False,False,False,
35237,"""Obatumage vediyos Balala mama yoga karanna patan gatta.kiyanna Santosi mage tibuna godak asanipa dan adui. Obatumata BUDUSARANI JESU PHITAI.","""obatumage vediyos balala mama yoga karanna patan gatta.kiyanna santosi mage tibuna godak asanipa dan adui. obatumata budusarani jesu phitai.",,,Singlish,141,19,False,False,False,
35238,"""Obathumata Deergausha labewa","""obathumata deergausha labewa",,,Singlish,29,3,False,False,False,
35239,"""Oba tumata godak pi ana mata kiyanawada  ma krama tunama karanna onada dawasakata ki parakda vinadi kiya ganada plis uttara danawada","""oba tumata godak pi ana mata kiyanawada ma krama tunama karanna onada dawasakata ki parakda vinadi kiya ganada plis uttara danawada",,,Singlish,132,21,False,False,False,
35240,"""Oba  thumata bohoma sthuthi. Deergausa labewa.","""oba thumata bohoma sthuthi. deergausa labewa.",,,Singlish,46,6,False,False,False,
35242,"""Nahara gatagahena ekata behethak kiyannako pls","""nahara gatagahena ekata behethak kiyannako pls",,,Singlish,47,6,False,False,False,
35243,"""Mt ada edanma karanawa","""mt ada edanma karanawa",,,Singlish,23,4,False,False,False,
35244,"""Mma kettui. Bada godak thiyenawa.mewa biwwoth thawath kettu weida. Nethnm bada witharak adu weida","""mma kettui. bada godak thiyenawa.mewa biwwoth thawath kettu weida. nethnm bada witharak adu weida",,,Singlish,98,14,False,False,False,
35245,"""Mewa kala kiyal wedak wena washa wisha kana aka nawathna oni mulin sini thamai apita godkama hani dayaka","""mewa kala kiyal wedak wena washa wisha kana aka nawathna oni mulin sini thamai apita godkama hani dayaka",,,Singlish,105,18,False,False,False,
35246,"""Meka supiri","""meka supiri",,,Singlish,12,2,False,False,False,
35247,"""Meka kochchara kalayak karanna oneda?","""meka kochchara kalayak karanna oneda?",,,Singlish,38,5,False,False,False,
35248,"""Me de karala kettu una aya koooo balanna.....????","""me de karala kettu una aya koo balanna..??",,,Singlish,43,8,False,False,False,
35249,"""Mama ham dam udeaheata oya kiyan vidihata. Deahi bonawa ath magea bada aduvimak na nea","""mama ham dam udeaheata oya kiyan vidihata. deahi bonawa ath magea bada aduvimak na nea",,,Singlish,87,15,False,False,False,
35250,"""Mama den masa 2 karanawa mage den bada adui","""mama den masa 2 karanawa mage den bada adui",,,Singlish,44,9,False,False,False,
35251,"""Mage wayasa 15i mn yoga karata kamamk nadda sir","""mage wayasa 15i mn yoga karata kamamk nadda sir",,,Singlish,48,9,False,False,False,
35252,"""kiri dena ammalata thripala sudusuda sir","""kiri dena ammalata thripala sudusuda sir",,,Singlish,41,6,False,False,False,
35253,"""Kakula udata ussaddi bala nahara hira wenawane. Ekata mokkada karanne","""kakula udata ussaddi bala nahara hira wenawane. ekata mokkada karanne",,,Singlish,70,10,False,False,False,
35254,"""horata karana kena wame","""horata karana kena wame",,,Singlish,24,4,False,False,False,
35255,"""Hoda abyasayak","""hoda abyasayak",,,Singlish,15,2,False,False,False,
35256,"""Harima hodai","""harima hodai",,,Singlish,13,2,False,False,False,
35257,"""Godak watinawa obà thumata budusaranai","""godak watinawa obà thumata budusaranai",,,Singlish,39,5,False,False,False,
35258,"""Godak hodai.obathumata dirgayusha lebewa.budusaranai.","""godak hodai.obathumata dirgayusha lebewa.budusaranai.",,,Singlish,54,4,False,False,False,
35259,"""Godak hodai oba thumage wadasatahana budusaranai","""godak hodai oba thumage wadasatahana budusaranai",,,Singlish,49,6,False,False,False,
35260,"""Eka aththatama wada kalada","""eka aththatama wada kalada",,,Singlish,27,4,False,False,False,
35261,"""Dahe bodde laman dahema onida anik dahe hareyanna nadda","""dahe bodde laman dahema onida anik dahe hareyanna nadda",,,Singlish,56,9,False,False,False,
35262,"""Budu saranai oba thumata","""budu saranai oba thumata",,,Singlish,25,4,False,False,False,
35263,"""Bohoma sththi obathumata","""bohoma sththi obathumata",,,Singlish,25,3,False,False,False,
35264,"""Bohoma  isthuthyi","""bohoma isthuthyi",,,Singlish,17,2,False,False,False,
35265,"""Best.obethumawe meet wenna kemathi.","""best.obethumawe meet wenna kemathi.",,,Singlish,36,4,False,False,False,
35266,"""ara malli kiwa wage aththamai ara lama weradi yata inne ane pau","""ara malli kiwa wage aththamai ara lama weradi yata inne ane pau",,,Singlish,64,12,False,False,False,
35267,"""Ane godak pin","""ane godak pin",,,Singlish,14,3,False,False,False,
35268,Ana maga inadapasai badai godak lokui monada kalat adu wanna nha mama lebanon ,ana maga inadapasai badai godak lokui monada kalat adu wanna nha mama lebanon,,,Singlish,77,13,False,False,False,
35269,"""Aga aduwenna oushada mukuth nadda sir. Plzz reply krnna","""aga aduwenna oushada mukuth nadda sir. plzz reply krnna",,,Singlish,56,9,False,False,False,
35270,"""?obata pin","""?obata pin",,,Singlish,11,2,False,False,False,
35271,"""godak lassanai katawa","""godak lassanai katawa",,,Singlish,22,3,False,False,False,
35272,"""Ehema hamotata ammala wnna ba panthi nayakaya wnwa wge... ane yahapath????","""ehema hamotata ammala wnna ba panthi nayakaya wnwa wge.. ane yahapath??",,,Singlish,72,11,False,False,False,
35273,"""Ane paw appa me poddo denna ??","""ane paw appa me poddo denna ??",,,Singlish,31,7,False,False,False,
35274,"""Wooooow ftt appa","""woow ftt appa",,,Singlish,14,3,False,False,False,
35275,"""Wayasa kiyenda ganne","""wayasa kiyenda ganne",,,Singlish,21,3,False,False,False,
35277,"""Sudu eka adan inna akkada nangida danne na kauru uya kandayama goda giyoth yanne oya nisa goda giya dawasaka ape gedarata kamakata enna one loku seen nathuva oyala ekemma goda yanava suver..good luck dear","""sudu eka adan inna akkada nangida danne na kauru uya kandayama goda giyoth yanne oya nisa goda giya dawasaka ape gedarata kamakata enna one loku seen nathuva oyala ekemma goda yanava suver..good luck dear",,,Singlish,205,34,False,False,False,
35278,"""Schoole teachenam natannama ipadhile tiyenne . Pissu wage holladhi","""schoole teachenam natannama ipadhile tiyenne . pissu wage holladhi",,,Singlish,67,9,False,False,False,
35279,"""Ptta","""ptta",,,Singlish,5,1,False,False,False,
35280,"""Patta supiriiii","""patta supirii",,,Singlish,14,2,False,False,False,
35281,"""patta bro","""patta bro",,,Singlish,10,2,False,False,False,
35282,"""Ow mewa khomth lankawe ewa thamai melo rahak nha ?copy thamai okkoma","""ow mewa khomth lankawe ewa thamai melo rahak nha ?copy thamai okkoma",,,Singlish,69,12,False,False,False,
35283,"""Okkoma hodayi ayiyee are sudu mahatha ma.ma.ma.hatha.kekekella.patttta dansing ayiyee.","""okkoma hodayi ayiyee are sudu mahatha ma.ma.ma.hatha.kekekella.patta dansing ayiyee.",,,Singlish,85,9,False,False,False,
35284,"""Niyamai  niyamai all the best damithrii","""niyamai niyamai all the best damithrii",,,Singlish,39,6,False,False,False,
35285,"""Mn asama singing and dancing eth mata ee dekama karanna bh ??????","""mn asama singing and dancing eth mata ee dekama karanna bh ??",,,Singlish,62,12,False,False,False,
35286,"""mewa natunda ban pissu  hukanawa","""mewa natunda ban pissu hukanawa",,,Singlish,32,5,False,False,False,
